time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
1.6360928347516441e-12,0.3475522896794271,0.4495207330703975,0.03370607461889831,0.03287133522177561,0.0007120327863995971,7.239799823824383e-05,0.13556513662482733
1.711192950081397e-12,0.34177963311114257,0.4480906684106777,0.034401962832304345,0.0335143022479607,0.0007493536661578488,7.823910254156254e-05,0.14138584062917897
1.809978251741155e-12,0.33433067822204926,0.4462513557329859,0.03527936702006102,0.03432164975122415,0.000797422350395676,8.601092438611979e-05,0.14893351599886168
1.9087635534009128e-12,0.32704252216565816,0.4444562489606538,0.03611680898705805,0.03508864217739834,0.0008442343149883916,9.385178864908886e-05,0.15635769160555785
2.007548855060671e-12,0.3199118025311838,0.44270223008218135,0.036917313260524255,0.03581841700888501,0.0008897018144007777,0.00010172970297327886,0.16365880559981522
2.106334156720429e-12,0.3129352175654168,0.4409865532037686,0.03768353563938125,0.03651373383631828,0.0009337517441715187,0.00010961504989299828,0.17083759296101425
2.205119458380187e-12,0.3061095262196628,0.43930677825509623,0.03841782905736229,0.03717704130362913,0.0009763239937328036,0.00011748050350440093,0.17789502066697593
2.303904760039945e-12,0.29943154803204436,0.437660722461621,0.03912229172754586,0.03781052622326069,0.0010173699894337979,0.00012530091517032053,0.18483224065088757
2.444977119544145e-12,0.2901448510712123,0.4353646563940782,0.040080275482246464,0.03866732474582918,0.0010732665876501688,0.00013634561775496267,0.19453328010119242
2.5860494790483455e-12,0.2811441696039463,0.43312833033596565,0.04098604929536832,0.03947231700497442,0.0011258941374434335,0.00014719141620663453,0.203996048206059
2.7271218385525458e-12,0.2724208735759405,0.4309473262531877,0.041843806368849865,0.04022989609168673,0.0011752050585459306,0.00015778561058502923,0.21322510704116798
2.868194198056746e-12,0.26396657466430035,0.42881775538694544,0.042657217684614654,0.04094391504398483,0.0012211794831999605,0.0001680825675004613,0.22222527516941806
3.0092665575609464e-12,0.255773121890958,0.4267361684970759,0.043429521328604025,0.04161777821600886,0.0012638211684498487,0.00017804317817794981,0.23100154572068926
3.1503389170651467e-12,0.24783259698378765,0.42469948644274624,0.044163591585229665,0.042254512115082785,0.0013031538865335723,0.00018763434009302443,0.23955902464649073
3.317028420686004e-12,0.2387656556842535,0.4223470813163086,0.04498517265057555,0.04296269478949071,0.001345420733924122,0.00019845356769639463,0.24939552125771497
3.483717924306861e-12,0.23002882643961337,0.42004944018200785,0.04576070958573979,0.043626779124714486,0.0013832176567344526,0.00020868212392562114,0.2589423448872283
3.650407427927719e-12,0.22161024453582054,0.41780292229124316,0.04649353732695341,0.04425028985353791,0.0014166595853835672,0.000218292225831419,0.26820805418119387
3.817096931548576e-12,0.21349845522272873,0.41560426183506843,0.04718662723900162,0.04483636979328926,0.001445879566992463,0.00022726393301961403,0.27720114240986377
3.983786435169434e-12,0.20568240158870574,0.41345051344334877,0.04784264155260204,0.04538783583003028,0.001471024905755247,0.00023558426605241724,0.2859299984134694
4.1504759387902915e-12,0.19815141251016635,0.411339008652878,0.048463976826627675,0.04590722373660614,0.0014922538237582303,0.00024324637943190966,0.29440287807049553
4.37084721500972e-12,0.18861519538522584,0.4086082450975615,0.04923583640040096,0.04654850677833912,0.0015145916342369035,0.00025236391794067575,0.3052252607862587
4.591218491229149e-12,0.17953643025546737,0.4059420383238338,0.04995533346347282,0.04714244333189109,0.001530774259695253,0.0002603379293212825,0.3156326424362821
4.811589767448578e-12,0.1708933486912797,0.4033358776099435,0.05062643970503277,0.04769322121351391,0.0015412094691995986,0.0002671891944062955,0.325642714116588
5.0319610436680064e-12,0.162665195957283,0.4007857177891803,0.05125269437948436,0.04820456160158553,0.0015463078234354427,0.000272948150600006,0.3352725742983951
5.252332319887435e-12,0.15483218691809247,0.3982879140515718,0.05183726886292555,0.048679786300740324,0.0015464774025028228,0.000277652960470156,0.34453871350366055
5.472703596106864e-12,0.14737546334681867,0.39583916932585245,0.052383018491431094,0.04912187207608375,0.001542119499380126,0.0002813478016821237,0.35345700945871533
5.8159083334308274e-12,0.13646959944066892,0.39211622932085444,0.05316166678288667,0.04975061343256193,0.0015272365495103118,0.00028520711015791604,0.36668944736332354
6.159113070754791e-12,0.12636920415636616,0.3884950372561469,0.05386099184991122,0.05031428625097156,0.0015037315155679994,0.0002869343292564805,0.3791698146417433
6.5023178080787544e-12,0.1170150539577126,0.38496683830789313,0.054488503958496914,0.05082051434638118,0.0014729266874290005,0.0002867375910931185,0.3909494251509578
6.845522545402718e-12,0.10835223269181803,0.3815239684437424,0.055050776544882024,0.051275872821403105,0.0014360444035050348,0.00028482761937628293,0.4020762774752368
7.1887272827266814e-12,0.10032982793752164,0.37815968416254747,0.055553604835368586,0.05168606116083761,0.0013942027986240133,0.00028141221721931424,0.4125952068878451
7.531932020050644e-12,0.0929006458966477,0.37486802663303287,0.05600213005930609,0.05205604079706077,0.0013484144343863301,0.00027669208233923595,0.4225480500971907
7.943599702203311e-12,0.08471070454867977,0.37100815454896036,0.05647491400284804,0.05245284443486694,0.001289557153071186,0.000269576674921672,0.4337942486366157
8.355267384355978e-12,0.07724205194261509,0.3672371682772946,0.05688317275081522,0.05280448846191566,0.0012277013473679403,0.0002611634889247552,0.4443442537310304
8.766935066508645e-12,0.07043130050110957,0.3635480550827723,0.05723311126741812,0.05311652965346064,0.0011640300507636888,0.0002517305883461475,0.4542552428560931
9.178602748661312e-12,0.06422060685103731,0.3599346682753032,0.057530238208218024,0.05339374978876021,0.001099547403483483,0.0002415273230862657,0.4635796621500753
9.590270430813979e-12,0.05855719331964867,0.35639160242635276,0.05777946705328794,0.05364027619111381,0.0010350948383295966,0.00023077437072434366,0.47236559180050647
1.0001938112966646e-11,0.053392907381329666,0.35291408963946347,0.05798519827081076,0.05385968089867437,0.0009713671340413812,0.00021966455336900934,0.48065709212227503
1.0464334205557283e-11,0.048133036930783794,0.3490810053071422,0.058169307742245366,0.05407761265527856,0.0009013467547822074,0.0002069657916960207,0.48943072481803535
1.092673029814792e-11,0.043391082733428316,0.3453200513830333,0.05830854164273857,0.05426901476831748,0.0008335775689463042,0.00019422507589222696,0.49768350682760737
1.1389126390738558e-11,0.03911609743582442,0.3416266112529903,0.0584073851586697,0.05443713362630886,0.0007685308036847219,0.00018160607490985662,0.5054626356475755
1.1851522483329196e-11,0.035262135836850075,0.33799662485567655,0.05846985388905612,0.05458475687728711,0.0007065447140804648,0.00016924088268221638,0.5128108429443309
1.2313918575919833e-11,0.03178776647041055,0.3344265110098713,0.0584995509081926,0.05471428303675408,0.0006478458139360565,0.0001572337498648701,0.5197668090109338
1.277631466851047e-11,0.028655628439620464,0.3309131014957284,0.058499715051770776,0.05482777980951716,0.0005925678128208096,0.00014566467528166917,0.5263655427152243
1.325550005536305e-11,0.0257349172860145,0.327328953407853,0.058471835215287316,0.05493038923698644,0.0005389531453841454,0.00013420069010011752,0.5328607510183379
1.3734685442215629e-11,0.02311183444269477,0.32379990573912765,0.058418288092015214,0.05501941581606572,0.000489068844351145,0.00012331625378060165,0.5390381708119283
1.4213870829068208e-11,0.020756064360266224,0.3203234872231894,0.058341698001508215,0.05509633853557474,0.0004428541967858268,0.00011303996934300407,0.5449265177132961
1.4693056215920787e-11,0.018640376961756463,0.31689749288097807,0.058244425922688615,0.05516243509476416,0.00040020558926381824,0.00010338621239079694,0.5505516773381216
1.5172241602773368e-11,0.016740314052126323,0.3135199499763814,0.05812859607023521,0.055218809901995194,0.0003609870000927607,9.435798587374384e-05,0.5559369850132587
1.565142698962595e-11,0.01503390709930712,0.3101890846978756,0.05799612270189854,0.05526642187301535,0.00032503952680428303,8.594877414846064e-05,0.561103475326914
1.6243371745103944e-11,0.01316413411278644,0.3061364978242747,0.05781204820305549,0.05531436779548941,0.00028488831053229184,7.639437910953825e-05,0.5672116693747156
1.683531650058194e-11,0.011526893206551151,0.30215001404571623,0.057608088558189254,0.05535154871384806,0.0002491137615441125,6.772599497260082e-05,0.5730466157191421
1.7427261256059934e-11,0.010093267794267518,0.298227234195854,0.0573867889735826,0.05537910110574936,0.00021735987230696427,5.9897316418731514e-05,0.578636350741784
1.801920601153793e-11,0.008837937033618924,0.29436601277059327,0.057150387939379155,0.05539798835934414,0.00018927259960837246,5.285611065642622e-05,0.5840055451867632
1.8611150767015924e-11,0.00773873078883267,0.29056441975608,0.05690085417482472,0.055409029981910995,0.00016450750399790747,4.654684205699355e-05,0.5891759109522603
1.920309552249392e-11,0.006776235649014974,0.2868207083078001,0.05663991911768617,0.055412925972449414,0.00014273543907251232,4.0912701857142585e-05,0.5941665628120832
1.9834205247264398e-11,0.005881540369675695,0.2828912655101764,0.05635087262806004,0.05540988371848296,0.00012247073406767214,3.5585778358008925e-05,0.5993083812611427
2.0465314972034876e-11,0.0051049785755440495,0.2790240491485541,0.05605221128598596,0.0554000251438899,0.0001049067900481758,3.089536584686984e-05,0.6042829336900944
2.1096424696805355e-11,0.004430951374191085,0.27521744461412184,0.055745344692916636,0.05538388620729067,8.972328915549285e-05,2.6777730900619374e-05,0.609105872091387
2.1727534421575834e-11,0.003845920555678833,0.2714699625573807,0.055431501958631786,0.05536192946209633,7.662899569466764e-05,2.3172798113785667e-05,0.6137908836723673
2.2358644146346313e-11,0.003338136275066983,0.2677802207952317,0.055111754875524596,0.05533455661875032,6.536125336818933e-05,2.0024626419772255e-05,0.618349945555602
2.298975387111679e-11,0.002897399642697737,0.26414692914739935,0.05478703822464427,0.05530211887914169,5.568488241972089e-05,1.7281662600028725e-05,0.6227935475610605
2.3676170856922452e-11,0.0024838456433209644,0.2602579087308833,0.05442917320600848,0.05526144854131559,4.672325475933918e-05,1.4703415343974605e-05,0.6275061972083318
2.4362587842728113e-11,0.0021293247332960044,0.25643276911075674,0.05406730280650391,0.055215502493312106,3.915986935197734e-05,1.2494124643823457e-05,0.6321034468620989
2.5049004828533774e-11,0.0018254087833904874,0.2526701275302865,0.053702212707855634,0.055164590798994315,3.2788233817040916e-05,1.060492586612296e-05,0.6365942670197533
2.5735421814339434e-11,0.001564873683235916,0.24896867332020703,0.05333458118915,0.055108989698478904,2.7429421218462055e-05,8.992480030970726e-06,0.6409864602076422
2.6421838800145095e-11,0.0013415273793821235,0.24532715868511096,0.05296499428190705,0.05504894724972046,2.292912065751956e-05,7.618580134391444e-06,0.645286824703051
2.7108255785950756e-11,0.0011500616237152767,0.24174439099917114,0.05259395885997189,0.054984687928950136,1.915481993831215e-05,6.4497251313949995e-06,0.6495012960430853
2.788550088630964e-11,0.0009660412514939116,0.23775702571571222,0.052172629244604474,0.054907092080173685,1.561537523990017e-05,5.337054610581948e-06,0.654176259278129
2.8662745986668527e-11,0.0008114707525913882,0.23384192389624567,0.0517505512335935,0.05482462263741528,1.272296060255536e-05,4.413344214852818e-06,0.6587542951753002
2.943999108702741e-11,0.0006816353597673497,0.22999755485017725,0.051328191971919755,0.054737527689867845,1.0361980381651466e-05,3.64753388450585e-06,0.663241080613965
3.02172361873863e-11,0.0005725758947701592,0.22622244432346453,0.05090595053806804,0.05464603578253768,8.436631559650702e-06,3.013361769195256e-06,0.667641543467794
3.0994481287745183e-11,0.000480967897843525,0.2225151688325009,0.05048416865867086,0.054550358848781795,6.867776852035949e-06,2.4887117205972566e-06,0.6719599792735937
3.177172638810407e-11,0.000404018976801544,0.2188743509005242,0.05006313976872354,0.054450694596540214,5.590227333659702e-06,2.0550219667514475e-06,0.6762001505080735
3.2680730416185e-11,0.0003295022151466019,0.21469886360826357,0.049572029729778165,0.05432932457013458,4.394465533330214e-06,1.6425516204651388e-06,0.6810642428594866
3.3589734444265936e-11,0.0002687332382730456,0.21061038114190433,0.049082638973837044,0.054203032018410466,3.4550718596579577e-06,1.3129120715213602e-06,0.6858304466436073
3.449873847234687e-11,0.0002191738606580594,0.2066069004567008,0.048595259605583245,0.054072077655096036,2.7172651984822124e-06,1.0495867217713115e-06,0.6905028215700051
3.5407742500427804e-11,0.00017875537170559,0.20268647988754765,0.048110139658151266,0.05393670699755679,2.137835073168469e-06,8.392921579842448e-07,0.6950849409577711
3.631674652850874e-11,0.0001457919686740834,0.19884723488133138,0.047627490600539675,0.05379715214802703,1.6827740862364834e-06,6.713739929971905e-07,0.6995799762533123
3.722575055658967e-11,0.00011890887618742655,0.19508733433673997,0.04714749354091927,0.05365363326289234,1.3253395752470964e-06,5.372968914877933e-07,0.7039907673467577
3.832261658371819e-11,9.298629541779128e-05,0.1906534881588378,0.04657204712872467,0.05347547333401993,9.944879924991104e-07,4.109644530342419e-07,0.7092045996305177
3.941948261084671e-11,7.271832006834533e-05,0.18632954436184834,0.04600092059321665,0.05329219507952725,7.470730674083716e-07,3.146422128747328e-07,0.7143035599300227
4e-11,6.38443459963683e-05,0.18408456082762656,0.045700467807673145,0.05319323709274915,6.423571171888074e-07,2.732631204511288e-07,0.7169569743056807
