time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
2.8823811634341688e-12,0.12400699427530702,0.3876209914773494,0.054021350234051704,0.05044355487573762,0.0014967983481450112,0.00028705583286517584,0.38212325495648053
2.9830063828409086e-12,0.11894313023978724,0.38570917499343726,0.054360827627616445,0.050717409654200726,0.0014800187601883552,0.000286929492793615,0.388502509231913
3.0836316022476484e-12,0.1141154052007194,0.3838345730413729,0.05467881647570348,0.05097437354966023,0.0014615028975580547,0.0002862921101697473,0.3946490367247527
3.1842568216543882e-12,0.10951062541684392,0.38199512157810533,0.05497670428538571,0.05121573232361736,0.001441460299210789,0.0002851854968450352,0.40057517059992825
3.284882041061128e-12,0.10511650966467162,0.3801889249606493,0.05525575865615086,0.05144265021468094,0.001420083734756136,0.0002836493751090741,0.4062924233939183
3.4001604590782492e-12,0.1003267151657312,0.3781583367187381,0.05555379414948615,0.05168622098749177,0.0013941823627021408,0.00028141006884828,0.41259934054693886
3.5154388770953704e-12,0.09578242376513246,0.3761667023166441,0.055830226459017356,0.05191365840256142,0.0013670051640720705,0.00027870957951598043,0.418661274312993
3.6307172951124916e-12,0.09146884318168254,0.37421182314398427,0.05608650574624834,0.05212625419845625,0.0013387720282416868,0.0002755976130720272,0.42449220408825117
3.745995713129613e-12,0.08737226640103955,0.3722916856529602,0.05632395503444811,0.052325173245738564,0.001309681651339947,0.0002721204678871729,0.43010511754652286
3.861274131146734e-12,0.08347997424335264,0.3704044417215503,0.05654378461664642,0.05251146849791802,0.0012799132846162999,0.00026832115870638015,0.43551209647714634
3.9765525491638544e-12,0.07978014785425055,0.3685483915281102,0.056747104461170636,0.052686093856710636,0.0012496283571174446,0.0002642395583932915,0.44072439438418365
4.10838006802299e-12,0.07577099026232112,0.366462117298609,0.05696068408028021,0.052872593369393456,0.0012145483356773665,0.0002592732588178927,0.4464597933948372
4.240207586882126e-12,0.07198392455183139,0.36441244001873707,0.057155403490492536,0.05304613230170956,0.00117917528455,0.0002540365604595799,0.4519688877921562
4.372035105741262e-12,0.06840487087259167,0.36239739152211886,0.05733253940375406,0.05320776358583127,0.0011436793928812214,0.0002485755467142809,0.457265179676045
4.503862624600398e-12,0.06502080848100758,0.36041516743433966,0.05749326047545719,0.05335843643150044,0.0011082100635686344,0.00024293205862051668,0.46236118505544244
